"age","c_charge_degree","c_charge_desc","race","score_text","sex","priors_count","juv_fel_count","juv_misd_count","juv_other_count","decile_score","two_year_recid","length_of_stay","priors_1","priors_234","priors_5plus","juv_fel_1plus","juv_misd_1plus","juv_other_1plus","charge_any_drug","charge_any_violence_aggression","charge_any_theft","length_of_stay_thresh"
37,"M","Resist/Obstruct W/O Violence","African-American","High","Male",17,0,0,0,9,0,46,0,0,1,0,0,0,0,1,0,30
51,"F","Possession of Cocaine","Caucasian","Medium","Male",8,0,0,0,5,1,1,0,0,1,0,0,0,1,0,0,1
47,"F","Possession of Cocaine","Caucasian","Low","Male",2,0,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1
27,"F","Shoot Into Vehicle","African-American","High","Male",2,0,0,1,9,1,40,0,1,0,0,0,1,0,0,0,30
45,"F","Possession of Cocaine","African-American","Medium","Male",16,1,0,0,7,0,1,0,0,1,1,0,0,1,0,0,1
41,"F","Poss Contr Subst W/o Prescript","Caucasian","Low","Male",0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,1
31,"M","Battery","Caucasian","Low","Male",3,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,2
28,"F","Aggravated Battery","Asian","High","Male",9,0,0,0,8,0,37,0,0,1,0,0,0,0,1,0,30
39,"F","Poss3,4 Methylenedioxymethcath","Caucasian","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
33,"F","Grand Theft in the 3rd Degree","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
21,"F","Uttering a Forged Instrument","African-American","Medium","Female",1,0,1,0,6,1,1,1,0,0,0,1,0,0,0,0,1
48,"M","Viol Injunct Domestic Violence","Asian","Low","Male",0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,0,9
27,"M","arrest case no charge","African-American","Low","Male",3,0,0,0,3,0,38,0,1,0,0,0,0,0,0,0,30
24,"F","Lewd/Lasc Battery Pers 12+/<16","Hispanic","Medium","Male",0,0,0,0,5,0,32,0,0,0,0,0,0,0,1,0,30
24,"M","Battery","Caucasian","Low","Female",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
29,"M","Battery","African-American","Low","Male",3,0,0,0,3,1,1,0,1,0,0,0,0,0,1,0,1
21,"F","Uttering a Forged Instrument","Caucasian","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
31,"F","Possession Of Alprazolam","Caucasian","High","Female",14,0,0,2,10,0,1,0,0,1,0,0,1,1,0,0,1
32,"F","Aggravated Assault W/o Firearm","Hispanic","Low","Male",1,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,3
62,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
39,"F","Driving While License Revoked","Caucasian","Medium","Male",3,0,0,0,6,1,1,0,1,0,0,0,0,0,0,0,1
56,"M","Battery","Caucasian","Low","Male",2,0,0,0,3,0,16,0,1,0,0,0,0,0,1,0,16
28,"F","Drivg While Lic Suspd/Revk/Can","African-American","Low","Male",6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
26,"F","arrest case no charge","African-American","Medium","Female",6,0,0,0,6,1,3,0,0,1,0,0,0,0,0,0,3
24,"F","Strong Armed  Robbery","African-American","High","Male",5,0,0,0,9,1,7,0,0,1,0,0,0,0,0,0,7
51,"M","DUI Level 0.15 Or Minor In Veh","Hispanic","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,"F","Neglect Child / No Bodily Harm","Hispanic","Low","Male",1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,3
28,"F","Grand Theft in the 3rd Degree","African-American","High","Male",7,0,0,1,10,0,2,0,0,1,0,0,1,0,0,1,2
36,"M","Battery","African-American","Low","Female",1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1
38,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
23,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1
28,"M","Battery","Caucasian","Medium","Male",5,0,0,0,7,1,26,0,0,1,0,0,0,0,1,0,26
29,"F","arrest case no charge","Caucasian","Medium","Female",7,0,0,0,6,1,8,0,0,1,0,0,0,0,0,0,8
38,"F","Poss3,4 Methylenedioxymethcath","Other","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
29,"M","Battery","African-American","Low","Male",0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,2
34,"F","Child Abuse","Asian","Low","Female",1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2
29,"F","Driving While License Revoked","African-American","Low","Male",11,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,2
34,"M","Battery","African-American","Medium","Male",8,0,0,0,7,0,1,0,0,1,0,0,0,0,1,0,1
26,"F","Burglary Conveyance Armed","African-American","Medium","Male",6,0,0,0,7,1,2,0,0,1,0,0,0,0,0,1,2
58,"F","Felony Battery (Dom Strang)","African-American","Low","Male",0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2
37,"F","arrest case no charge","Hispanic","Medium","Male",6,0,0,0,5,1,24,0,0,1,0,0,0,0,0,0,24
48,"M","Petit Theft","Caucasian","Medium","Male",0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,1
30,"F","Battery on Law Enforc Officer","African-American","Low","Male",1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,1
44,"F","Robbery / No Weapon","African-American","Low","Male",0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3
36,"F","Driving While License Revoked","Caucasian","Low","Male",5,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,4
29,"F","arrest case no charge","African-American","High","Female",11,0,1,0,9,1,23,0,0,1,0,1,0,0,0,0,23
23,"M","Battery","Other","Medium","Female",0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1
53,"F","Aggravated Battery","African-American","Medium","Male",3,0,0,0,6,1,6,0,1,0,0,0,0,0,1,0,6
35,"M","Battery","African-American","Medium","Male",8,0,0,0,6,0,9,0,0,1,0,0,0,0,1,0,9
39,"F","arrest case no charge","Caucasian","Low","Female",3,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1
21,"F","Felony Battery (Dom Strang)","Hispanic","High","Male",1,1,0,0,8,1,55,1,0,0,1,0,0,0,1,0,30
26,"F","Purchase Cannabis","Caucasian","Medium","Female",2,0,0,0,6,1,33,0,1,0,0,0,0,1,0,0,30
26,"F","arrest case no charge","African-American","High","Male",10,1,0,0,9,1,1,0,0,1,1,0,0,0,0,0,1
28,"M","Battery","African-American","Medium","Male",8,0,0,0,6,1,1,0,0,1,0,0,0,0,1,0,1
21,"M","Battery","Caucasian","Medium","Female",3,0,3,1,7,1,1,0,1,0,0,1,1,0,1,0,1
37,"F","arrest case no charge","African-American","Medium","Male",8,0,0,0,5,0,14,0,0,1,0,0,0,0,0,0,14
22,"F","Possession of Cocaine","African-American","High","Male",12,1,0,0,10,1,35,0,0,1,1,0,0,1,0,0,30
28,"F","Possession of Cocaine","African-American","High","Male",12,0,8,2,10,1,76,0,0,1,0,1,1,1,0,0,30
56,"M","Battery","Caucasian","Low","Female",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
30,"F","Possession of Cannabis","Caucasian","Low","Male",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
27,"F","","African-American","Low","Male",2,0,0,0,4,0,3,0,1,0,0,0,0,0,0,0,3
29,"F","Agg Battery Grt/Bod/Harm","Other","Low","Male",0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2
27,"F","Grand Theft (Motor Vehicle)","Caucasian","High","Female",6,0,0,0,10,0,1,0,0,1,0,0,0,0,0,1,1
43,"M","Resist/Obstruct W/O Violence","African-American","High","Male",15,0,0,0,9,1,1,0,0,1,0,0,0,0,1,0,1
53,"F","Unlicensed Telemarketing","African-American","Medium","Female",5,0,0,0,6,0,2,0,0,1,0,0,0,0,0,0,2
27,"F","Issuing a Worthless Draft","African-American","Medium","Male",6,1,0,0,7,1,1,0,0,1,1,0,0,0,0,0,1
26,"M","arrest case no charge","African-American","Medium","Male",6,0,1,0,5,0,2,0,0,1,0,1,0,0,0,0,2
24,"F","arrest case no charge","Caucasian","Medium","Female",1,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,1
30,"F","Poss3,4 Methylenedioxymethcath","African-American","Medium","Male",0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0
56,"F","Possession of Cocaine","Other","Low","Male",6,0,0,0,2,1,2,0,0,1,0,0,0,1,0,0,2
26,"F","Driving While License Revoked","African-American","High","Male",4,0,0,0,9,0,1,0,1,0,0,0,0,0,0,0,1
24,"M","Battery","African-American","Medium","Male",3,2,1,0,6,1,0,0,1,0,1,1,0,0,1,0,0
30,"M","Unlaw LicTag/Sticker Attach","Hispanic","Low","Male",6,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1
54,"F","arrest case no charge","African-American","Low","Male",4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2
23,"F","arrest case no charge","Hispanic","Medium","Male",0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1
25,"F","D.U.I. Serious Bodily Injury","Other","Low","Male",1,0,0,0,4,1,68,1,0,0,0,0,0,0,0,0,30
36,"F","Possession of Cocaine","African-American","High","Female",13,0,0,0,9,1,33,0,0,1,0,0,0,1,0,0,30
21,"F","Grand Theft in the 3rd Degree","African-American","High","Male",1,0,0,0,10,1,1,1,0,0,0,0,0,0,0,1,1
26,"F","arrest case no charge","Caucasian","Medium","Male",10,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,1
26,"M","Driving License Suspended","Caucasian","High","Male",10,0,0,3,8,1,1,0,0,1,0,0,1,0,0,0,1
45,"F","Felony Battery (Dom Strang)","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
47,"M","Battery","Caucasian","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,1
31,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,2
21,"F","Uttering a Forged Instrument","African-American","Medium","Male",0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,2
28,"M","Battery","African-American","Low","Female",1,1,0,0,4,1,1,1,0,0,1,0,0,0,1,0,1
29,"F","Tampering With Physical Evidence","Caucasian","High","Male",9,1,0,1,8,1,2,0,0,1,1,0,1,0,0,0,2
28,"F","Pos Cannabis W/Intent Sel/Del","African-American","Low","Male",2,0,0,0,4,0,1,0,1,0,0,0,0,1,0,0,1
25,"M","Aide/Abet Prostitution Lewdness","Caucasian","Low","Female",1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1
22,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1
21,"F","Uttering a Forged Instrument","African-American","Medium","Female",0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1
48,"F","Grand Theft in the 3rd Degree","Caucasian","High","Male",0,0,0,0,8,1,68,0,0,0,0,0,0,0,0,1,30
25,"F","Burglary Unoccupied Dwelling","African-American","High","Male",4,0,0,1,9,1,170,0,1,0,0,0,1,0,0,1,30
37,"F","Tampering With Physical Evidence","African-American","Medium","Male",7,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,1
31,"F","Tampering With Physical Evidence","Caucasian","Medium","Male",5,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0
56,"M","Battery","Other","Low","Male",0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,7
24,"M","Driving Under The Influence","African-American","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
30,"F","Live on Earnings of Prostitute","African-American","High","Male",15,0,0,0,10,1,94,0,0,1,0,0,0,0,0,0,30
47,"M","DUI Property Damage/Injury","Caucasian","Low","Male",5,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,5
66,"M","Viol Injunct Domestic Violence","Caucasian","Low","Male",2,0,0,0,3,0,57,0,1,0,0,0,0,0,1,0,30
51,"F","arrest case no charge","African-American","High","Male",21,0,0,0,8,1,449,0,0,1,0,0,0,0,0,0,30
76,"F","Aggravated Assault w/Firearm","Asian","Low","Male",0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2
28,"F","Burglary Structure Unoccup","Caucasian","Medium","Female",3,0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,0
35,"M","Battery","African-American","Low","Male",1,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,1
44,"F","Felony Driving While Lic Suspd","Other","Low","Male",6,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,3
38,"F","Felony Battery (Dom Strang)","Hispanic","Medium","Male",7,1,0,1,7,1,1,0,0,1,1,0,1,0,1,0,1
24,"F","Grand Theft (Motor Vehicle)","African-American","Medium","Male",0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,1,2
36,"F","Possession of Cocaine","Caucasian","Low","Male",0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1
20,"F","Corrupt Public Servant","Hispanic","Medium","Male",0,0,0,0,6,1,25,0,0,0,0,0,0,0,0,0,25
21,"F","Battery on Law Enforc Officer","African-American","Low","Male",0,0,0,1,3,1,1,0,0,0,0,0,1,0,1,0,1
27,"F","arrest case no charge","African-American","High","Male",7,0,0,0,10,1,35,0,0,1,0,0,0,0,0,0,30
28,"F","Possession of Cocaine","African-American","High","Male",18,0,1,0,9,1,0,0,0,1,0,1,0,1,0,0,0
52,"M","Battery","Hispanic","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
39,"F","arrest case no charge","Caucasian","High","Male",16,0,0,0,9,1,35,0,0,1,0,0,0,0,0,0,30
19,"F","Resist Officer w/Violence","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,1
40,"F","Felony Driving While Lic Suspd","African-American","Low","Male",2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
30,"F","Grand Theft in the 3rd Degree","Caucasian","High","Male",5,0,0,0,8,1,3,0,0,1,0,0,0,0,0,1,3
28,"F","Manufacture Cannabis","Caucasian","Low","Male",0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,1
27,"M","Battery","Caucasian","Low","Male",0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,2
23,"F","Possession of Cocaine","Hispanic","Medium","Male",3,0,0,0,7,1,3,0,1,0,0,0,0,1,0,0,3
25,"F","arrest case no charge","African-American","Medium","Male",7,0,0,0,6,0,18,0,0,1,0,0,0,0,0,0,18
24,"F","Deliver Cocaine","African-American","Low","Female",0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1
44,"F","Driving While License Revoked","Caucasian","Medium","Male",0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,4
44,"F","Felony/Driving Under Influence","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
23,"M","Battery","African-American","Medium","Female",0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,0,1
31,"F","Burglary Structure Unoccup","Caucasian","High","Female",2,0,0,1,8,1,1,0,1,0,0,0,1,0,0,1,1
27,"F","Cruelty Toward Child","African-American","Low","Male",0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
26,"F","Possession of Oxycodone","Caucasian","High","Female",1,0,0,0,8,1,0,1,0,0,0,0,0,1,0,0,0
57,"M","Battery","African-American","Medium","Male",16,0,0,0,5,1,12,0,0,1,0,0,0,0,1,0,12
55,"F","Battery on a Person Over 65","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
36,"F","Felony Petit Theft","Caucasian","Medium","Female",7,0,0,0,6,1,7,0,0,1,0,0,0,0,0,1,7
30,"M","Operating W/O Valid License","African-American","High","Male",18,0,0,0,9,1,1,0,0,1,0,0,0,0,0,0,1
34,"F","Possession of Cocaine","African-American","High","Male",0,0,0,0,8,1,33,0,0,0,0,0,0,1,0,0,30
24,"F","arrest case no charge","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1
21,"F","Attempted Burg/Convey/Unocc","Other","Medium","Male",0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2
42,"F","Driving While License Revoked","African-American","Low","Male",7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
34,"F","Possession of Cocaine","Caucasian","High","Female",12,0,0,0,10,1,3,0,0,1,0,0,0,1,0,0,3
30,"M","Driving Under The Influence","Hispanic","Low","Male",3,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,2
40,"F","Carrying Concealed Firearm","Caucasian","Low","Male",6,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1
30,"F","Deliver Cannabis","Other","High","Male",13,0,0,0,9,1,1,0,0,1,0,0,0,1,0,0,1
31,"M","Battery","Caucasian","Low","Male",3,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0
27,"M","Battery","Caucasian","Low","Male",1,0,0,0,3,0,31,1,0,0,0,0,0,0,1,0,30
22,"F","arrest case no charge","Hispanic","Low","Male",0,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1
37,"M","Battery","African-American","Low","Male",3,0,0,0,3,0,81,0,1,0,0,0,0,0,1,0,30
25,"F","Possession Of Methamphetamine","African-American","Low","Male",1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0
45,"F","arrest case no charge","Caucasian","Low","Male",2,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,8
22,"F","arrest case no charge","Hispanic","Low","Male",1,0,0,0,2,1,18,1,0,0,0,0,0,0,0,0,18
31,"F","Battery on Law Enforc Officer","Caucasian","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,1
23,"F","Pos Cannabis W/Intent Sel/Del","African-American","Medium","Male",0,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,4
21,"F","Possession Firearm School Prop","African-American","Low","Male",0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2
28,"M","Battery","African-American","Medium","Male",6,0,0,0,5,1,5,0,0,1,0,0,0,0,1,0,5
35,"F","Felony Battery (Dom Strang)","African-American","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
29,"F","Grand Theft in the 3rd Degree","African-American","Low","Male",4,0,1,1,4,1,2,0,1,0,0,1,1,0,0,1,2
23,"F","Burglary Conveyance Unoccup","African-American","Low","Male",2,0,0,0,4,1,1,0,1,0,0,0,0,0,0,1,1
28,"F","arrest case no charge","African-American","High","Male",7,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,1
34,"M","Driving License Suspended","Caucasian","Medium","Female",0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,2
32,"F","Burglary Dwelling Assault/Batt","Caucasian","Low","Female",5,0,0,0,2,0,5,0,0,1,0,0,0,0,1,1,5
25,"F","arrest case no charge","African-American","Low","Male",2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,1
34,"F","Possession of Cocaine","Caucasian","Medium","Male",15,0,1,0,7,0,1,0,0,1,0,1,0,1,0,0,1
47,"F","Felony Driving While Lic Suspd","African-American","Low","Male",4,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,1
30,"F","Crimin Mischief Damage $1000+","African-American","Medium","Female",4,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1
22,"M","Battery","Caucasian","Low","Male",0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1
47,"F","Possession of Cocaine","African-American","High","Female",7,0,0,0,9,1,1,0,0,1,0,0,0,1,0,0,1
37,"F","Driving While License Revoked","Caucasian","High","Male",3,0,0,0,8,0,242,0,1,0,0,0,0,0,0,0,30
37,"M","Battery","African-American","Medium","Male",8,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,1
26,"F","Poss3,4 Methylenedioxymethcath","African-American","High","Male",7,0,0,0,10,1,3,0,0,1,0,0,0,1,0,0,3
31,"M","Battery","Caucasian","Low","Female",0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,4
20,"F","Felony Battery (Dom Strang)","Caucasian","Low","Male",0,0,0,3,3,1,1,0,0,0,0,0,1,0,1,0,1
22,"F","Burglary Unoccupied Dwelling","African-American","Medium","Male",0,0,0,0,7,1,50,0,0,0,0,0,0,0,0,1,30
33,"F","Driving While License Revoked","African-American","High","Male",14,0,0,1,10,1,2,0,0,1,0,0,1,0,0,0,2
30,"M","Battery","African-American","Low","Male",1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,1
27,"F","Possession of Cocaine","Caucasian","Medium","Male",5,0,0,0,6,1,6,0,0,1,0,0,0,1,0,0,6
24,"M","Battery","African-American","High","Male",2,0,0,0,9,1,2,0,1,0,0,0,0,0,1,0,2
20,"M","Battery","Other","Low","Female",1,0,0,0,4,0,1,1,0,0,0,0,0,0,1,0,1
29,"M","Battery","African-American","Low","Male",0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1
24,"F","Falsely Impersonating Officer","Caucasian","Low","Male",0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2
36,"F","Grand Theft in the 3rd Degree","African-American","Low","Female",1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1
23,"M","Battery","African-American","Low","Male",0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1
21,"F","Possession of Cocaine","African-American","High","Male",1,0,0,1,10,1,1,1,0,0,0,0,1,1,0,0,1
29,"F","Felony Driving While Lic Suspd","African-American","Medium","Male",6,0,0,0,6,1,1,0,0,1,0,0,0,0,0,0,1
25,"F","Driving While License Revoked","Hispanic","High","Male",10,1,4,0,9,1,8,0,0,1,1,1,0,0,0,0,8
22,"F","Possession Of Amphetamine","Hispanic","Low","Female",1,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,1
29,"M","Assault","African-American","Medium","Male",4,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,1
26,"M","Robbery / No Weapon","African-American","High","Female",0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,6
50,"M","Criminal Mischief Damage <$200","Caucasian","Low","Female",7,0,0,0,1,1,8,0,0,1,0,0,0,0,0,0,8
32,"F","False Imprisonment","African-American","Low","Male",1,0,0,0,2,0,99,1,0,0,0,0,0,0,0,0,30
45,"F","Felony Battery (Dom Strang)","Hispanic","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
30,"F","Aggravated Assault W/Dead Weap","African-American","Low","Male",1,0,0,0,2,0,84,1,0,0,0,0,0,0,1,0,30
25,"F","Crim Use of Personal ID Info","African-American","Medium","Male",0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1
44,"F","Felony Committing Prostitution","Caucasian","Medium","Female",10,0,0,0,5,1,6,0,0,1,0,0,0,0,0,0,6
58,"F","Grand Theft (Motor Vehicle)","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1
24,"F","Poss3,4 Methylenedioxymethcath","African-American","Medium","Male",5,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0
20,"F","Grand Theft in the 3rd Degree","African-American","High","Male",1,0,1,0,10,1,1,1,0,0,0,1,0,0,0,1,1
29,"M","Battery","Caucasian","Low","Male",0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1
21,"F","arrest case no charge","Caucasian","Medium","Male",1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,1
46,"F","arrest case no charge","Caucasian","Low","Female",1,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,30
29,"F","Driving While License Revoked","African-American","High","Male",17,0,1,0,10,1,15,0,0,1,0,1,0,0,0,0,15
30,"F","Possession of Cocaine","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,1,0,0,1
55,"F","Driving While License Revoked","African-American","Low","Male",8,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,2
47,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Male",2,0,0,0,1,0,28,0,1,0,0,0,0,0,0,0,28
30,"F","Felony Battery","African-American","High","Male",13,0,0,0,10,1,475,0,0,1,0,0,0,0,1,0,30
24,"F","Driving While License Revoked","African-American","Medium","Male",4,0,0,3,5,1,1,0,1,0,0,0,1,0,0,0,1
45,"F","Grand Theft in the 3rd Degree","Caucasian","Medium","Male",0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,1,2
26,"M","Possess Cannabis/20 Grams Or Less","African-American","Medium","Male",2,0,0,0,5,0,2,0,1,0,0,0,0,1,0,0,2
42,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Female",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1
34,"M","Battery","African-American","Low","Male",1,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,2
21,"M","Resist/Obstruct W/O Violence","African-American","Low","Male",0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,1
69,"M","Leaving Acc/Unattended Veh","Caucasian","Low","Female",2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24,"F","arrest case no charge","Caucasian","Medium","Male",5,0,0,1,5,1,6,0,0,1,0,0,1,0,0,0,6
45,"M","Resist/Obstruct W/O Violence","African-American","Low","Male",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
25,"M","Battery","African-American","High","Male",8,0,3,1,8,1,1,0,0,1,0,1,1,0,1,0,1
52,"M","DUI Property Damage/Injury","African-American","Low","Male",2,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,11
30,"F","Felony Battery (Dom Strang)","Caucasian","Low","Male",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
26,"M","Battery","Hispanic","Low","Female",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
34,"F","Felony Batt(Great Bodily Harm)","Other","Low","Male",0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1
38,"M","Possess Cannabis/20 Grams Or Less","African-American","Low","Male",2,0,0,0,4,1,10,0,1,0,0,0,0,1,0,0,10
23,"F","Poss3,4 Methylenedioxymethcath","African-American","Medium","Male",4,0,2,2,7,1,1,0,1,0,0,1,1,1,0,0,1
30,"M","DUI Property Damage/Injury","Hispanic","Low","Male",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,"F","Robbery / No Weapon","African-American","Medium","Female",0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1
35,"F","arrest case no charge","African-American","Low","Male",6,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1
24,"F","Uttering a Forged Instrument","African-American","Medium","Male",0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,1
35,"M","Battery","African-American","Medium","Male",1,0,0,0,6,0,64,1,0,0,0,0,0,0,1,0,30
25,"F","Grand Theft in the 3rd Degree","African-American","Medium","Male",2,0,0,0,6,0,1,0,1,0,0,0,0,0,0,1,1
58,"M","Carry Open/Uncov Bev In Pub","Caucasian","Low","Male",3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0
27,"F","Driving While License Revoked","African-American","Low","Male",7,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,2
24,"F","Resist Officer w/Violence","African-American","High","Male",6,0,0,1,9,1,46,0,0,1,0,0,1,0,1,0,30
33,"M","DUI Level 0.15 Or Minor In Veh","Caucasian","Low","Male",2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
